Nomor Kontrak,Nama Vendor,Jenis Pengadaan,Durasi Kontrak (hari),HPS,Risk Level,Priority,Predicted Duration
PK-27974,Perum Laksita (Persero) Tbk,Pengadaan Barang,31,3470427863,Tinggi,Penting,-9 hari
PK-95353,UD Lailasari,Lisensi & Perangkat Lunak,268,4109946847,Tinggi,Penting,228 hari
PK-94505,UD Uwais Utama,Pengadaan Jasa,245,3909827252,Tinggi,Penting,205 hari
PK-43326,CV Utama Tbk,Lisensi & Perangkat Lunak,269,3001498533,Tinggi,Penting,229 hari
PK-84323,UD Lailasari Zulaika (Persero) Tbk,Pengadaan Jasa,252,2766016603,Tinggi,Penting,212 hari
PK-74554,PT Andriani,Pengadaan Jasa,152,2619524827,Tinggi,Penting,112 hari
PK-18546,PT Haryanti,Pengadaan Jasa,73,3838439511,Tinggi,Penting,33 hari
PK-38444,PT Halimah,Pengadaan Barang,189,1601589092,Tinggi,Penting,149 hari
PK-27598,Perum Waluyo (Persero) Tbk,Pengadaan Barang,211,"459059580,2",Rendah,Penting,171 hari
PK-60067,PD Prasetya Pratama Tbk,Jasa Konsultansi,77,4921566337,Tinggi,Penting,37 hari
PK-72277,PT Latupono Tbk,Pengadaan Barang,46,4276090145,Tinggi,Penting,6 hari
PK-65914,Perum Latupono Maryadi,Lisensi & Perangkat Lunak,202,3809916026,Tinggi,Penting,162 hari
PK-96336,Perum Kusmawati Prayoga Tbk,Lisensi & Perangkat Lunak,149,1922488022,Tinggi,Penting,109 hari
PK-49683,UD Iswahyudi Nababan,Pengembangan Sistem,147,"738858767,5",Sedang,Penting,107 hari
PK-8538,PD Habibi,Jasa Konsultansi,81,"576916096,8",Sedang,Penting,41 hari
PK-92636,Perum Fujiati Suartini,Lisensi & Perangkat Lunak,315,1108784400,Tinggi,Penting,275 hari
PK-77017,Perum Rajata Tbk,Pengembangan Sistem,116,2751811078,Tinggi,Penting,76 hari
PK-15851,UD Habibi Namaga,Pengadaan Jasa,317,2577013050,Tinggi,Penting,277 hari
PK-88273,Perum Winarno,Jasa Konsultansi,201,3179831589,Tinggi,Penting,161 hari
PK-40623,Perum Megantara,Pengadaan Barang,52,4144871037,Tinggi,Penting,12 hari
PK-78462,Perum Aryani,Pengembangan Sistem,345,3187295124,Tinggi,Penting,305 hari
PK-74574,PT Jailani,Jasa Konsultansi,333,4853208353,Tinggi,Penting,293 hari
PK-6951,PT Mahendra Usada,Pengembangan Sistem,267,2966069968,Tinggi,Penting,227 hari
PK-10149,UD Najmudin Tbk,Jasa Konsultansi,55,2463143083,Tinggi,Penting,15 hari
PK-51976,Perum Santoso,Pengadaan Barang,73,3601041284,Tinggi,Penting,33 hari
PK-26692,Perum Utami,Lisensi & Perangkat Lunak,140,1982111838,Tinggi,Penting,100 hari
PK-62479,Perum Utama (Persero) Tbk,Pengembangan Sistem,332,4936458664,Tinggi,Penting,292 hari
PK-72878,Perum Winarno,Pengembangan Sistem,241,2561885579,Tinggi,Penting,201 hari
PK-70649,PD Thamrin (Persero) Tbk,Jasa Konsultansi,56,"689211050,6",Sedang,Penting,16 hari
PK-6956,PT Wibisono Winarsih (Persero) Tbk,Jasa Konsultansi,184,1389494926,Tinggi,Penting,144 hari
PK-8783,CV Jailani Simbolon,Pengembangan Sistem,215,3904110445,Tinggi,Penting,175 hari
PK-82017,PT Andriani,Lisensi & Perangkat Lunak,118,1531137106,Tinggi,Penting,78 hari
PK-35623,CV Winarno Samosir (Persero) Tbk,Pengembangan Sistem,301,4048088960,Tinggi,Penting,261 hari
PK-89960,Perum Utami (Persero) Tbk,Pengadaan Barang,102,1509201136,Tinggi,Penting,62 hari
PK-64974,CV Latupono (Persero) Tbk,Jasa Konsultansi,72,3076041830,Tinggi,Penting,32 hari
PK-6331,Perum Aryani,Pengadaan Jasa,256,"281882034,4",Rendah,Penting,216 hari
PK-45024,PD Sihotang (Persero) Tbk,Pengadaan Barang,227,4507467643,Tinggi,Penting,187 hari
PK-76901,PT Pratama Hidayat (Persero) Tbk,Pengadaan Jasa,223,3296631271,Tinggi,Penting,183 hari
PK-6117,UD Jailani Tbk,Lisensi & Perangkat Lunak,274,4291331659,Tinggi,Penting,234 hari
PK-89505,CV Widodo Winarsih,Lisensi & Perangkat Lunak,109,898612818,Sedang,Penting,69 hari
PK-85263,UD Sihombing Siregar (Persero) Tbk,Jasa Konsultansi,124,2704704952,Tinggi,Penting,84 hari
PK-67391,Perum Rajata Tbk,Pengembangan Sistem,32,4773003116,Tinggi,Penting,-8 hari
PK-52679,PT Suryono,Pengembangan Sistem,222,1148960021,Tinggi,Penting,182 hari
PK-52370,PT Utama (Persero) Tbk,Pengembangan Sistem,233,2116243571,Tinggi,Penting,193 hari
PK-29319,UD Siregar (Persero) Tbk,Lisensi & Perangkat Lunak,318,4290788080,Tinggi,Penting,278 hari
PK-57054,PT Mardhiyah Nurdiyanti (Persero) Tbk,Lisensi & Perangkat Lunak,109,4867885695,Tinggi,Penting,69 hari
PK-49103,PD Halimah,Lisensi & Perangkat Lunak,271,3674398291,Tinggi,Penting,231 hari
PK-30718,Perum Utami,Jasa Konsultansi,364,2394098071,Tinggi,Penting,324 hari
PK-19666,CV Hidayat Latupono (Persero) Tbk,Pengadaan Barang,61,1602693280,Tinggi,Penting,21 hari
PK-36254,CV Gunarto (Persero) Tbk,Pengadaan Barang,204,1870796313,Tinggi,Penting,164 hari
PK-64206,PT Hariyah Tbk,Jasa Konsultansi,235,3589596397,Tinggi,Penting,195 hari
PK-62003,PT Andriani,Pengadaan Jasa,352,3881399335,Tinggi,Penting,312 hari
PK-97223,PD Thamrin (Persero) Tbk,Lisensi & Perangkat Lunak,168,"254025921,6",Rendah,Penting,128 hari
PK-10120,PT Anggraini Permadi Tbk,Lisensi & Perangkat Lunak,212,1261939093,Tinggi,Penting,172 hari
PK-47955,PD Lazuardi Tbk,Pengadaan Jasa,200,2016302974,Tinggi,Penting,160 hari
PK-39591,Perum Megantara,Lisensi & Perangkat Lunak,365,1610560055,Tinggi,Penting,325 hari
PK-94936,UD Siregar (Persero) Tbk,Pengadaan Jasa,74,"972364395,9",Sedang,Penting,34 hari
PK-32375,UD Habibi Namaga,Jasa Konsultansi,208,"725888449,6",Sedang,Penting,168 hari
PK-19086,Perum Megantara,Pengadaan Barang,314,1591246290,Tinggi,Penting,274 hari
PK-39455,PT Hastuti Permata,Pengembangan Sistem,143,3362499694,Tinggi,Penting,103 hari
PK-81704,PD Halimah,Lisensi & Perangkat Lunak,112,1824981632,Tinggi,Penting,72 hari
PK-26109,CV Prasetyo,Pengadaan Jasa,216,2339525334,Tinggi,Penting,176 hari
PK-35721,PT Anggraini Permadi Tbk,Jasa Konsultansi,252,209465295,Rendah,Penting,212 hari
PK-34229,CV Winarno Samosir (Persero) Tbk,Lisensi & Perangkat Lunak,291,2854410116,Tinggi,Penting,251 hari
PK-91437,CV Widiastuti Maulana,Pengembangan Sistem,305,1911117097,Tinggi,Penting,265 hari
PK-52254,Perum Mandala Permadi,Jasa Konsultansi,329,1943110741,Tinggi,Penting,289 hari
PK-19766,UD Uwais Utama,Pengembangan Sistem,164,4830235653,Tinggi,Penting,124 hari
PK-16514,UD Sirait (Persero) Tbk,Lisensi & Perangkat Lunak,338,2631416982,Tinggi,Penting,298 hari
PK-30995,Perum Rajata Tbk,Pengembangan Sistem,65,3841664147,Tinggi,Penting,25 hari
PK-11337,PT Mahendra Usada,Pengadaan Jasa,192,2204541816,Tinggi,Penting,152 hari
PK-34886,PD Yulianti Nababan,Pengadaan Jasa,138,1143528833,Tinggi,Penting,98 hari
PK-2582,PD Laksmiwati Haryanto,Pengadaan Barang,251,1610725977,Tinggi,Penting,211 hari
PK-31981,CV Latupono (Persero) Tbk,Pengadaan Jasa,57,4005781215,Tinggi,Penting,17 hari
PK-62691,PD Situmorang Wahyudin,Pengembangan Sistem,284,4565726854,Tinggi,Penting,244 hari
PK-569,Perum Yolanda (Persero) Tbk,Jasa Konsultansi,201,"335093364,5",Rendah,Penting,161 hari
PK-10779,PD Ardianto Ardianto,Jasa Konsultansi,40,4150685897,Tinggi,Penting,0 hari
PK-97209,PT Haryanti,Pengadaan Barang,141,1798891581,Tinggi,Penting,101 hari
PK-6833,CV Haryanti Dongoran Tbk,Pengadaan Barang,198,2493874592,Tinggi,Penting,158 hari
PK-59061,CV Winarno Samosir (Persero) Tbk,Jasa Konsultansi,102,4225027220,Tinggi,Penting,62 hari
PK-59068,CV Jailani Simbolon,Jasa Konsultansi,273,3970473957,Tinggi,Penting,233 hari
PK-1072,UD Najmudin Tbk,Jasa Konsultansi,184,1698476976,Tinggi,Penting,144 hari
PK-96368,PT Hastuti Permata,Lisensi & Perangkat Lunak,189,2093354519,Tinggi,Penting,149 hari
PK-2889,CV Gunarto (Persero) Tbk,Pengembangan Sistem,307,2731565584,Tinggi,Penting,267 hari
PK-25345,CV Hidayat Latupono (Persero) Tbk,Pengembangan Sistem,156,3358283081,Tinggi,Penting,116 hari
PK-90890,PD Dongoran Widodo,Pengembangan Sistem,124,4671499174,Tinggi,Penting,84 hari
PK-91365,PD Mayasari Oktaviani Tbk,Pengadaan Jasa,36,"464004019,2",Rendah,Penting,-4 hari
PK-78441,CV Maryadi (Persero) Tbk,Pengadaan Barang,102,"70883544,9",Rendah,Penting,62 hari
PK-29956,Perum Waluyo (Persero) Tbk,Pengembangan Sistem,292,4395433794,Tinggi,Penting,252 hari
PK-32980,UD Lailasari Zulaika (Persero) Tbk,Pengembangan Sistem,296,4320787246,Tinggi,Penting,256 hari
PK-52618,UD Jailani Tbk,Pengadaan Barang,147,3423096951,Tinggi,Penting,107 hari
PK-44692,PD Habibi,Lisensi & Perangkat Lunak,137,4792740564,Tinggi,Penting,97 hari
PK-92804,PD Laksita Sinaga Tbk,Pengadaan Jasa,316,"366737053,4",Rendah,Penting,276 hari
PK-17413,Perum Rajata Tbk,Jasa Konsultansi,90,"668792354,8",Sedang,Penting,50 hari
PK-18382,PD Simbolon Rahayu,Pengembangan Sistem,335,2543090306,Tinggi,Penting,295 hari
PK-22557,PT Jailani,Pengembangan Sistem,127,3050879477,Tinggi,Penting,87 hari
PK-21542,CV Marbun,Pengadaan Barang,56,3963332822,Tinggi,Penting,16 hari
PK-82731,CV Yolanda Wijaya,Pengadaan Barang,299,2009446560,Tinggi,Penting,259 hari
PK-64656,PT Jailani,Jasa Konsultansi,93,1222110958,Tinggi,Penting,53 hari
PK-54119,CV Jailani Simbolon,Lisensi & Perangkat Lunak,289,3880934128,Tinggi,Penting,249 hari
PK-79768,PT Halimah,Pengadaan Barang,187,4505002837,Tinggi,Penting,147 hari
PK-15212,CV Widodo Winarsih,Lisensi & Perangkat Lunak,121,3303648985,Tinggi,Penting,81 hari
PK-19711,PT Nashiruddin Tbk,Lisensi & Perangkat Lunak,359,"993270938,7",Sedang,Penting,319 hari
PK-16281,PD Ardianto Ardianto,Jasa Konsultansi,250,4862497718,Tinggi,Penting,210 hari
PK-40701,CV Widodo Winarsih,Pengadaan Barang,213,4221364314,Tinggi,Penting,173 hari
PK-76289,UD Iswahyudi Nababan,Pengembangan Sistem,103,1302354441,Tinggi,Penting,63 hari
PK-7763,CV Rahmawati Marpaung Tbk,Lisensi & Perangkat Lunak,89,2984184739,Tinggi,Penting,49 hari
PK-86250,CV Andriani Latupono,Lisensi & Perangkat Lunak,365,2783365980,Tinggi,Penting,325 hari
PK-94707,PD Dongoran Anggriawan (Persero) Tbk,Pengadaan Barang,296,2808190827,Tinggi,Penting,256 hari
PK-26907,PT Mahendra Usada,Lisensi & Perangkat Lunak,92,4941449958,Tinggi,Penting,52 hari
PK-52965,Perum Januar,Lisensi & Perangkat Lunak,176,2607798974,Tinggi,Penting,136 hari
PK-5313,Perum Nababan Haryanti,Lisensi & Perangkat Lunak,122,3179520495,Tinggi,Penting,82 hari
PK-51718,CV Prasetyo,Lisensi & Perangkat Lunak,362,4066561903,Tinggi,Penting,322 hari
PK-56311,UD Tamba Tbk,Pengadaan Barang,307,2737125339,Tinggi,Penting,267 hari
PK-93627,PT Haryanti,Jasa Konsultansi,121,3907137876,Tinggi,Penting,81 hari
PK-74212,Perum Rajata Tbk,Pengadaan Jasa,110,3800254733,Tinggi,Penting,70 hari
PK-14193,Perum Rajata Tbk,Pengadaan Barang,345,2907918988,Tinggi,Penting,305 hari
PK-39329,PT Halimah,Pengembangan Sistem,65,"727938119,5",Sedang,Penting,25 hari
PK-36383,UD Sihombing Siregar (Persero) Tbk,Pengembangan Sistem,304,2500625339,Tinggi,Penting,264 hari
PK-76037,CV Haryanti Dongoran Tbk,Pengembangan Sistem,253,"585186829,3",Sedang,Penting,213 hari
PK-73403,PT Utama (Persero) Tbk,Jasa Konsultansi,286,1385168255,Tinggi,Penting,246 hari
PK-97416,PT Latupono Tbk,Pengadaan Jasa,123,3828002375,Tinggi,Penting,83 hari
PK-49646,CV Rahmawati Marpaung Tbk,Pengembangan Sistem,48,1333741979,Tinggi,Penting,8 hari
PK-59662,Perum Nuraini Namaga (Persero) Tbk,Pengadaan Jasa,91,4096991235,Tinggi,Penting,51 hari
PK-3899,Perum Utama (Persero) Tbk,Jasa Konsultansi,176,1505153454,Tinggi,Penting,136 hari
PK-177,PT Andriani,Pengadaan Barang,204,438527278,Rendah,Penting,164 hari
PK-29646,UD Puspita Tbk,Pengadaan Barang,305,1828355729,Tinggi,Penting,265 hari
PK-42330,PD Halimah,Lisensi & Perangkat Lunak,35,4722791435,Tinggi,Penting,-5 hari
PK-88006,CV Prasetyo,Pengembangan Sistem,229,3845625659,Tinggi,Penting,189 hari
PK-11441,UD Prasasta Wahyudin Tbk,Pengembangan Sistem,237,4573450129,Tinggi,Penting,197 hari
PK-44446,PT Halimah,Pengadaan Barang,206,1678158204,Tinggi,Penting,166 hari
PK-13151,UD Samosir Prayoga Tbk,Pengembangan Sistem,125,1129172603,Tinggi,Penting,85 hari
PK-23769,PT Pratama Hidayat (Persero) Tbk,Pengadaan Barang,198,3595955923,Tinggi,Penting,158 hari
PK-20481,PD Halimah,Lisensi & Perangkat Lunak,235,"470882363,1",Rendah,Penting,195 hari
PK-90886,Perum Latupono Maryadi,Pengadaan Barang,147,2465240097,Tinggi,Penting,107 hari
PK-36424,Perum Winarno,Pengadaan Jasa,67,3136498134,Tinggi,Penting,27 hari
PK-7422,Perum Rahayu Firgantoro,Pengembangan Sistem,105,"555014462,6",Sedang,Penting,65 hari
PK-25696,PD Lazuardi Tbk,Pengadaan Barang,122,2311604202,Tinggi,Penting,82 hari
PK-35574,Perum Santoso,Jasa Konsultansi,342,3029288326,Tinggi,Penting,302 hari
PK-32616,UD Santoso Puspita (Persero) Tbk,Lisensi & Perangkat Lunak,128,"335989991,1",Rendah,Penting,88 hari
PK-34364,PD Simbolon Rahayu,Pengadaan Barang,284,1125195149,Tinggi,Penting,244 hari
PK-67740,Perum Rajata Tbk,Pengadaan Barang,331,2654405470,Tinggi,Penting,291 hari
PK-38124,UD Prasasta Wahyudin Tbk,Jasa Konsultansi,345,3848015304,Tinggi,Penting,305 hari
PK-96513,Perum Utama (Persero) Tbk,Pengadaan Barang,152,3659069185,Tinggi,Penting,112 hari
PK-36710,Perum Mandala Permadi,Pengadaan Jasa,213,3035835384,Tinggi,Penting,173 hari
PK-36017,PD Laksita Sinaga Tbk,Jasa Konsultansi,247,2255899411,Tinggi,Penting,207 hari
PK-93348,PT Suryono,Jasa Konsultansi,174,3794391437,Tinggi,Penting,134 hari
PK-44386,Perum Hidayat Permata (Persero) Tbk,Pengadaan Barang,99,2014539861,Tinggi,Penting,59 hari
PK-57947,PT Mahendra Usada,Pengadaan Barang,47,4082177553,Tinggi,Penting,7 hari
PK-84953,PD Situmorang Wahyudin,Lisensi & Perangkat Lunak,65,4888251884,Tinggi,Penting,25 hari
PK-7223,CV Jailani Simbolon,Pengadaan Jasa,54,3339351800,Tinggi,Penting,14 hari
PK-4548,PT Nashiruddin Tbk,Pengadaan Jasa,288,2557333192,Tinggi,Penting,248 hari
PK-9598,UD Santoso Puspita (Persero) Tbk,Jasa Konsultansi,202,3050403927,Tinggi,Penting,162 hari
PK-2042,CV Utama Tbk,Pengadaan Jasa,90,2275805279,Tinggi,Penting,50 hari
PK-90891,PT Saputra Hasanah,Pengembangan Sistem,71,1543866725,Tinggi,Penting,31 hari
PK-50947,Perum Santoso,Pengadaan Jasa,50,4195361257,Tinggi,Penting,10 hari
PK-35063,Perum Yolanda (Persero) Tbk,Lisensi & Perangkat Lunak,31,2755634851,Tinggi,Penting,-9 hari
PK-91802,PT Zulkarnain,Pengembangan Sistem,217,3337923657,Tinggi,Penting,177 hari
PK-15888,PD Mayasari Oktaviani Tbk,Jasa Konsultansi,255,4522642560,Tinggi,Penting,215 hari
PK-54990,Perum Winarno,Jasa Konsultansi,151,"111514473,4",Rendah,Penting,111 hari
PK-35264,UD Santoso Puspita (Persero) Tbk,Jasa Konsultansi,361,1562983942,Tinggi,Penting,321 hari
PK-44509,UD Santoso Puspita (Persero) Tbk,Pengadaan Jasa,35,1606626471,Tinggi,Penting,-5 hari
PK-22066,PD Prasetya Pratama Tbk,Pengembangan Sistem,124,4980347429,Tinggi,Penting,84 hari
PK-70553,Perum Fujiati Suartini,Pengadaan Barang,89,1289314194,Tinggi,Penting,49 hari
PK-33575,UD Habibi Namaga,Pengembangan Sistem,270,4653403525,Tinggi,Penting,230 hari
PK-10388,PD Laksita (Persero) Tbk,Pengadaan Jasa,276,3478514967,Tinggi,Penting,236 hari
PK-34418,CV Yolanda Wijaya,Lisensi & Perangkat Lunak,34,"714529658,5",Sedang,Penting,-6 hari
PK-77736,CV Yolanda Wijaya,Lisensi & Perangkat Lunak,86,426624806,Rendah,Penting,46 hari
PK-84290,Perum Latupono Maryadi,Pengadaan Barang,88,4561999991,Tinggi,Penting,48 hari
PK-67287,Perum Nababan Haryanti,Pengembangan Sistem,70,2889012801,Tinggi,Penting,30 hari
PK-95616,PT Mandasari,Pengadaan Barang,363,2888172129,Tinggi,Penting,323 hari
PK-91303,PT Damanik (Persero) Tbk,Pengadaan Jasa,92,1377429432,Tinggi,Penting,52 hari
PK-51948,PT Hastuti Permata,Lisensi & Perangkat Lunak,361,2245055012,Tinggi,Penting,321 hari
PK-85494,Perum Nuraini Namaga (Persero) Tbk,Pengadaan Barang,186,390187724,Rendah,Penting,146 hari
PK-79001,UD Maheswara Prastuti,Pengadaan Jasa,210,1793572361,Tinggi,Penting,170 hari
PK-36231,Perum Winarno,Pengadaan Barang,108,3121808937,Tinggi,Penting,68 hari
PK-9999,PT Namaga (Persero) Tbk,Lisensi & Perangkat Lunak,303,3843002874,Tinggi,Penting,263 hari
PK-79830,UD Uwais Utama,Jasa Konsultansi,58,2443802812,Tinggi,Penting,18 hari
PK-32792,PD Yulianti Nababan,Pengadaan Jasa,318,4470314531,Tinggi,Penting,278 hari
PK-70161,PD Laksita Sinaga Tbk,Pengembangan Sistem,78,3943617214,Tinggi,Penting,38 hari
PK-76521,UD Sirait (Persero) Tbk,Pengembangan Sistem,352,1232390810,Tinggi,Penting,312 hari
PK-612,PD Thamrin (Persero) Tbk,Pengadaan Barang,330,3780967211,Tinggi,Penting,290 hari
PK-28943,PD Prasetya Pratama Tbk,Pengadaan Jasa,98,4813694197,Tinggi,Penting,58 hari
PK-16264,UD Siregar (Persero) Tbk,Pengembangan Sistem,57,4516983504,Tinggi,Penting,17 hari
PK-39201,PD Lazuardi Tbk,Jasa Konsultansi,132,2837079868,Tinggi,Penting,92 hari
PK-29877,UD Habibi Namaga,Pengembangan Sistem,175,1208122753,Tinggi,Penting,135 hari
PK-87373,CV Marbun,Pengadaan Jasa,238,2107346640,Tinggi,Penting,198 hari
PK-51890,PD Mayasari Oktaviani Tbk,Pengembangan Sistem,349,3719421900,Tinggi,Penting,309 hari
PK-84702,PT Mandasari,Lisensi & Perangkat Lunak,316,4071449367,Tinggi,Penting,276 hari
PK-23323,CV Handayani (Persero) Tbk,Pengembangan Sistem,191,"632399318,9",Sedang,Penting,151 hari
PK-89583,PD Laksmiwati Haryanto,Pengadaan Barang,262,3143040384,Tinggi,Penting,222 hari
PK-59416,CV Prasetyo,Pengadaan Barang,30,3846562779,Tinggi,Penting,-10 hari
PK-15427,CV Rahmawati Marpaung Tbk,Jasa Konsultansi,281,3484743334,Tinggi,Penting,241 hari
PK-3924,PT Mahendra Usada,Pengembangan Sistem,119,1771569243,Tinggi,Penting,79 hari
PK-490,Perum Latupono Maryadi,Pengadaan Barang,115,4801324344,Tinggi,Penting,75 hari
PK-18092,CV Andriani Latupono,Lisensi & Perangkat Lunak,49,1397549735,Tinggi,Penting,9 hari
PK-14575,PT Mahendra Usada,Pengadaan Barang,143,3862620756,Tinggi,Penting,103 hari
PK-1654,PT Jailani,Pengadaan Jasa,56,2959944866,Tinggi,Penting,16 hari
PK-46211,CV Andriani Latupono,Lisensi & Perangkat Lunak,107,3752796889,Tinggi,Penting,67 hari
PK-2529,PT Mahendra Usada,Jasa Konsultansi,204,1546577341,Tinggi,Penting,164 hari
PK-13767,CV Widiastuti Maulana,Pengadaan Barang,90,3211781332,Tinggi,Penting,50 hari
PK-30114,Perum Utami,Pengadaan Jasa,142,1483506956,Tinggi,Penting,102 hari
PK-43715,PT Wibisono Winarsih (Persero) Tbk,Lisensi & Perangkat Lunak,299,3213334176,Tinggi,Penting,259 hari
PK-39926,PT Pratama Hidayat (Persero) Tbk,Jasa Konsultansi,314,1737027711,Tinggi,Penting,274 hari
PK-71003,CV Rahmawati Marpaung Tbk,Lisensi & Perangkat Lunak,289,3787239417,Tinggi,Penting,249 hari
PK-6503,Perum Aryani,Jasa Konsultansi,352,1975918727,Tinggi,Penting,312 hari
PK-59194,PD Yulianti Nababan,Pengadaan Jasa,56,"108627973,9",Rendah,Penting,16 hari
PK-52494,Perum Megantara,Pengadaan Barang,80,2500318115,Tinggi,Penting,40 hari
PK-6941,PT Latupono Tbk,Jasa Konsultansi,349,3388852404,Tinggi,Penting,309 hari
PK-35122,Perum Rahayu Firgantoro,Pengadaan Jasa,290,4448598543,Tinggi,Penting,250 hari
PK-29223,PD Laksita (Persero) Tbk,Pengadaan Barang,231,3288638104,Tinggi,Penting,191 hari
PK-68980,PD Laksita Sinaga Tbk,Pengembangan Sistem,330,2256884169,Tinggi,Penting,290 hari
PK-62835,CV Rajasa Setiawan Tbk,Pengadaan Jasa,228,3658449096,Tinggi,Penting,188 hari
PK-74796,CV Prasetyo,Pengembangan Sistem,189,4581038906,Tinggi,Penting,149 hari
PK-62209,PD Thamrin (Persero) Tbk,Pengembangan Sistem,125,3202833616,Tinggi,Penting,85 hari
PK-87382,UD Najmudin Tbk,Lisensi & Perangkat Lunak,47,3726644843,Tinggi,Penting,7 hari
PK-57933,UD Siregar (Persero) Tbk,Lisensi & Perangkat Lunak,274,4198236038,Tinggi,Penting,234 hari
PK-46963,PT Pratama Hidayat (Persero) Tbk,Lisensi & Perangkat Lunak,233,"211068869,3",Rendah,Penting,193 hari
PK-14936,CV Rajasa Setiawan Tbk,Pengembangan Sistem,163,1133439443,Tinggi,Penting,123 hari
PK-30162,Perum Mandala Permadi,Pengadaan Barang,297,2179718652,Tinggi,Penting,257 hari
PK-70305,PD Laksita (Persero) Tbk,Jasa Konsultansi,329,4274043862,Tinggi,Penting,289 hari
PK-48666,Perum Mandala Permadi,Lisensi & Perangkat Lunak,63,3687536002,Tinggi,Penting,23 hari
PK-64984,Perum Nuraini Namaga (Persero) Tbk,Pengembangan Sistem,334,"564974794,4",Sedang,Penting,294 hari
PK-1868,CV Rahmawati Marpaung Tbk,Pengadaan Barang,114,1359984801,Tinggi,Penting,74 hari
PK-45182,PT Zulkarnain,Lisensi & Perangkat Lunak,49,1029746131,Tinggi,Penting,9 hari
PK-24016,UD Pradana Latupono Tbk,Jasa Konsultansi,53,3043490847,Tinggi,Penting,13 hari
PK-12620,PT Haryanti,Jasa Konsultansi,233,3049080053,Tinggi,Penting,193 hari
PK-38707,UD Haryanti,Lisensi & Perangkat Lunak,312,4048904683,Tinggi,Penting,272 hari
PK-90686,PD Prasetya Pratama Tbk,Jasa Konsultansi,155,1927536701,Tinggi,Penting,115 hari
PK-51854,UD Jailani Tbk,Jasa Konsultansi,140,"324203939,6",Rendah,Penting,100 hari
PK-76227,CV Salahudin Tbk,Pengadaan Barang,48,1010213365,Tinggi,Penting,8 hari
PK-1387,UD Haryanti,Pengadaan Jasa,297,3706644482,Tinggi,Penting,257 hari
PK-30997,CV Rahmawati Marpaung Tbk,Jasa Konsultansi,232,3094478785,Tinggi,Penting,192 hari
PK-67832,PD Usamah Wibisono Tbk,Lisensi & Perangkat Lunak,353,1516084846,Tinggi,Penting,313 hari
PK-68005,CV Hidayat Latupono (Persero) Tbk,Lisensi & Perangkat Lunak,39,3895422179,Tinggi,Penting,-1 hari
PK-4339,PD Dongoran Widodo,Pengadaan Jasa,99,1491291996,Tinggi,Penting,59 hari
PK-63244,CV Jailani Simbolon,Pengembangan Sistem,47,2584396133,Tinggi,Penting,7 hari
PK-18187,CV Gunarto (Persero) Tbk,Pengadaan Barang,144,"572914761,4",Sedang,Penting,104 hari
PK-22545,PD Situmorang Wahyudin,Lisensi & Perangkat Lunak,281,1394845317,Tinggi,Penting,241 hari
PK-41387,PD Dongoran Widodo,Jasa Konsultansi,287,577934285,Sedang,Penting,247 hari
PK-69976,CV Latupono (Persero) Tbk,Pengadaan Barang,124,3883898852,Tinggi,Penting,84 hari
PK-46608,Perum Santoso,Pengembangan Sistem,238,2030374662,Tinggi,Penting,198 hari
PK-28740,CV Maryadi (Persero) Tbk,Pengadaan Jasa,188,"501183228,1",Sedang,Penting,148 hari
PK-59967,CV Marbun,Lisensi & Perangkat Lunak,256,4402053279,Tinggi,Penting,216 hari
PK-31066,Perum Yolanda (Persero) Tbk,Lisensi & Perangkat Lunak,127,4580054595,Tinggi,Penting,87 hari
PK-93052,CV Mansur,Lisensi & Perangkat Lunak,204,2535447449,Tinggi,Penting,164 hari
PK-94706,PT Namaga (Persero) Tbk,Jasa Konsultansi,108,1258164223,Tinggi,Penting,68 hari
PK-34337,PT Pratama Hidayat (Persero) Tbk,Pengadaan Barang,276,4756799186,Tinggi,Penting,236 hari
PK-57516,Perum Aryani,Pengadaan Jasa,184,2412689799,Tinggi,Penting,144 hari
PK-87669,PD Laksmiwati Haryanto,Pengembangan Sistem,324,4152878889,Tinggi,Penting,284 hari
PK-93050,PT Nainggolan Hakim,Pengembangan Sistem,355,4691036816,Tinggi,Penting,315 hari
PK-56050,Perum Santoso,Pengadaan Barang,177,949160517,Sedang,Penting,137 hari
PK-84718,PT Andriani,Jasa Konsultansi,45,3932729039,Tinggi,Penting,5 hari
PK-62562,PD Mayasari Oktaviani Tbk,Pengadaan Jasa,156,3048019175,Tinggi,Penting,116 hari
PK-66975,PT Nainggolan Hakim,Pengadaan Barang,214,3090101167,Tinggi,Penting,174 hari
PK-1861,PT Mandasari,Pengembangan Sistem,203,4900978112,Tinggi,Penting,163 hari
PK-48326,PT Mandasari,Pengadaan Jasa,246,4854101983,Tinggi,Penting,206 hari
PK-59443,UD Uwais Utama,Pengembangan Sistem,293,"55719731,08",Rendah,Penting,253 hari
PK-14980,CV Utama Tbk,Lisensi & Perangkat Lunak,181,1519480936,Tinggi,Penting,141 hari
PK-19481,Perum Yolanda (Persero) Tbk,Pengadaan Barang,193,3572102521,Tinggi,Penting,153 hari
PK-44758,CV Utama Tbk,Pengadaan Barang,162,3790603021,Tinggi,Penting,122 hari
PK-60953,PT Suryono,Lisensi & Perangkat Lunak,92,2996262405,Tinggi,Penting,52 hari
PK-24688,CV Maryadi (Persero) Tbk,Lisensi & Perangkat Lunak,128,1938253138,Tinggi,Penting,88 hari
